market,cohort,week,launch_week,treated,weeks_since_launch,log_gmv,gmv
mkt_32,early,96,30.0,1,66.0,9.49862376853371,13341.353399164407
mkt_32,early,97,30.0,1,67.0,9.531809323083959,13791.52184213811
mkt_32,early,98,30.0,1,68.0,9.510002634064872,13494.029860602039
mkt_32,early,99,30.0,1,69.0,9.53583058891566,13847.092875753791
mkt_32,early,100,30.0,1,70.0,9.523447068420563,13676.674484968778
mkt_32,early,101,30.0,1,71.0,9.583683819513286,14525.831402739459
mkt_32,early,102,30.0,1,72.0,9.544527002322969,13968.038052286234
mkt_32,early,103,30.0,1,73.0,9.605508678094985,14846.34042888117
mkt_07,early,0,30.0,0,,9.21291748119491,10025.80432819171
mkt_07,early,1,30.0,0,,9.25924944220569,10501.248587861644
mkt_07,early,2,30.0,0,,9.260254851690101,10511.811952153541
mkt_07,early,3,30.0,0,,9.306261620995473,11006.723815513727
mkt_07,early,4,30.0,0,,9.291722946290731,10847.858283852978
mkt_07,early,5,30.0,0,,9.240015557072468,10301.198813163124
mkt_07,early,6,30.0,0,,9.283945930089995,10763.821515449592
mkt_07,early,7,30.0,0,,9.263422294035276,10545.160297054068
mkt_07,early,8,30.0,0,,9.29482212179863,10881.529850656058
mkt_07,early,9,30.0,0,,9.357888014751296,11589.885009429256
mkt_07,early,10,30.0,0,,9.351016595825026,11510.519044898561
mkt_07,early,11,30.0,0,,9.32518777635432,11217.022576580646
mkt_07,early,12,30.0,0,,9.327707717545028,11245.324458370678
mkt_07,early,13,30.0,0,,9.366338326344039,11688.238121038628
mkt_07,early,14,30.0,0,,9.341234158411375,11398.467077001147
mkt_07,early,15,30.0,0,,9.364871977459924,11671.111645875193
mkt_07,early,16,30.0,0,,9.392032910457377,11992.454153733426
mkt_07,early,17,30.0,0,,9.416809164297455,12293.293691024202
mkt_07,early,18,30.0,0,,9.40608138850562,12162.118857685298
mkt_07,early,19,30.0,0,,9.331031443882587,11282.763022752797
mkt_07,early,20,30.0,0,,9.402925303868685,12123.794690175968
mkt_07,early,21,30.0,0,,9.397897689014233,12062.993889475014
mkt_07,early,22,30.0,0,,9.409702016452922,12206.233177698798
mkt_07,early,23,30.0,0,,9.445488590720451,12650.962658171557
mkt_07,early,24,30.0,0,,9.358767141334674,11600.078465451908
mkt_07,early,25,30.0,0,,9.401973897734429,12112.265522867187
mkt_07,early,26,30.0,0,,9.433256418171407,12497.15650947927
mkt_07,early,27,30.0,0,,9.378727299887386,11833.944104016939
mkt_07,early,28,30.0,0,,9.45709865126521,12798.697043696746
mkt_07,early,29,30.0,0,,9.421870396297084,12355.670621337673
mkt_07,early,30,30.0,1,0.0,9.450487515198244,12714.362197800894
mkt_07,early,31,30.0,1,1.0,9.432796071262809,12491.40480610487
mkt_07,early,32,30.0,1,2.0,9.487527402166108,13194.13118045728
mkt_07,early,33,30.0,1,3.0,9.522874363337694,13668.84402646022
mkt_07,early,34,30.0,1,4.0,9.5011780183803,13375.474106892925
mkt_07,early,35,30.0,1,5.0,9.504173530539314,13415.600571864692
mkt_07,early,36,30.0,1,6.0,9.518739471796186,13612.441528380114
mkt_07,early,37,30.0,1,7.0,9.494813420289448,13290.614923682584
mkt_07,early,38,30.0,1,8.0,9.524395599136318,13689.65338527685
mkt_07,early,39,30.0,1,9.0,9.526654514113051,13720.612101724859
mkt_07,early,40,30.0,1,10.0,9.54753437863828,14010.10842811384
mkt_07,early,41,30.0,1,11.0,9.566683382363527,14280.973164749403
mkt_07,early,42,30.0,1,12.0,9.523336478080129,13675.162060512794
mkt_07,early,43,30.0,1,13.0,9.562544537705145,14221.988583460223
mkt_07,early,44,30.0,1,14.0,9.603815861260623,14821.229553926949
mkt_07,early,45,30.0,1,15.0,9.562869988253427,14226.617890706793
mkt_07,early,46,30.0,1,16.0,9.574949285309183,14399.507524750743
mkt_07,early,47,30.0,1,17.0,9.610101210035712,14914.679526133568
mkt_07,early,48,30.0,1,18.0,9.630993940267295,15229.565865565943
mkt_07,early,49,30.0,1,19.0,9.624458676847715,15130.361158398604
mkt_07,early,50,30.0,1,20.0,9.668334568760178,15808.998287316119
mkt_07,early,51,30.0,1,21.0,9.672215433690347,15870.47007905807
mkt_07,early,52,30.0,1,22.0,9.686349056341532,16096.3699457348
mkt_07,early,53,30.0,1,23.0,9.703143998220266,16368.99045811838
mkt_07,early,54,30.0,1,24.0,9.76033525228978,17332.44144178202
mkt_07,early,55,30.0,1,25.0,9.704988382398685,16399.20902389199
mkt_07,early,56,30.0,1,26.0,9.674960959035664,15914.10272676405
mkt_07,early,57,30.0,1,27.0,9.779992457870645,17676.5195339103
mkt_07,early,58,30.0,1,28.0,9.74970165774291,17149.11174130616
mkt_07,early,59,30.0,1,29.0,9.781471250254603,17702.678773647036
mkt_07,early,60,30.0,1,30.0,9.825727912165753,18503.735547430613
mkt_07,early,61,30.0,1,31.0,9.773186105510254,17556.615431137394
mkt_07,early,62,30.0,1,32.0,9.785646869866936,17776.7529715333
mkt_07,early,63,30.0,1,33.0,9.783213894989343,17733.55514906545
mkt_07,early,64,30.0,1,34.0,9.807271357009034,18165.3526288282
mkt_07,early,65,30.0,1,35.0,9.844491400543449,18854.207934132563
mkt_07,early,66,30.0,1,36.0,9.846330531940097,18888.915205736783
mkt_07,early,67,30.0,1,37.0,9.851205266857471,18981.21845439236
mkt_07,early,68,30.0,1,38.0,9.814199674014512,18291.644941761257
mkt_07,early,69,30.0,1,39.0,9.788813410234571,17833.13299512336
mkt_07,early,70,30.0,1,40.0,9.847057776967112,18902.657071632024
mkt_07,early,71,30.0,1,41.0,9.84041198734716,18777.450498575512
mkt_07,early,72,30.0,1,42.0,9.872800411049075,19395.57858426916
mkt_07,early,73,30.0,1,43.0,9.894442120843552,19819.90710307644
mkt_07,early,74,30.0,1,44.0,9.901015435708349,19950.618726731624
mkt_07,early,75,30.0,1,45.0,9.921893293048065,20371.5234035226
mkt_07,early,76,30.0,1,46.0,9.905268584065798,20035.652370166757
mkt_07,early,77,30.0,1,47.0,9.902408714124148,19978.434866499207
mkt_07,early,78,30.0,1,48.0,9.87546972333085,19447.420600879923
mkt_07,early,79,30.0,1,49.0,9.886041812629374,19654.111118271532
mkt_07,early,80,30.0,1,50.0,9.895370431286084,19838.31467245777
mkt_07,early,81,30.0,1,51.0,9.909877222480178,20128.202548680783
mkt_07,early,82,30.0,1,52.0,9.88151984537776,19565.436514365436
mkt_07,early,83,30.0,1,53.0,9.913971382384224,20210.779554882716
mkt_07,early,84,30.0,1,54.0,9.898835650679416,19907.178029604347
mkt_07,early,85,30.0,1,55.0,9.90567187643254,20043.734225396078
mkt_07,early,86,30.0,1,56.0,9.927760851920455,20491.405881215764
mkt_07,early,87,30.0,1,57.0,9.852374684594485,19003.42841175102
mkt_07,early,88,30.0,1,58.0,9.872743551020111,19394.475782462046
mkt_07,early,89,30.0,1,59.0,9.874331773901156,19425.30300643685
mkt_07,early,90,30.0,1,60.0,9.87091525614609,19359.049356649204
mkt_07,early,91,30.0,1,61.0,9.92106616262935,20354.680463454264
mkt_07,early,92,30.0,1,62.0,9.971369638144848,21404.782088915203
mkt_07,early,93,30.0,1,63.0,9.951954291891644,20993.209177127268
mkt_07,early,94,30.0,1,64.0,9.967057785395475,21312.686514380785
mkt_07,early,95,30.0,1,65.0,9.994380804700105,21903.04187804839
mkt_07,early,96,30.0,1,66.0,10.007464795846982,22191.50408740528
mkt_07,early,97,30.0,1,67.0,9.997388692110066,21969.02294401568
mkt_07,early,98,30.0,1,68.0,10.040647895795813,22940.240988545425
mkt_07,early,99,30.0,1,69.0,10.027245269472523,22634.832718969916
mkt_07,early,100,30.0,1,70.0,10.012106686739022,22294.75408031493
mkt_07,early,101,30.0,1,71.0,10.037627009514237,22871.045697421538
mkt_07,early,102,30.0,1,72.0,10.031897796096652,22740.38723803002
mkt_07,early,103,30.0,1,73.0,10.060057008040292,23389.83974307677
mkt_39,early,0,30.0,0,,9.141987291954969,9339.306630975556
mkt_39,early,1,30.0,0,,9.180829086905149,9709.199206790963
mkt_39,early,2,30.0,0,,9.212790814330033,10024.534471415665
mkt_39,early,3,30.0,0,,9.151996615776325,9433.2561766525
mkt_39,early,4,30.0,0,,9.206597197352597,9962.638223215603
mkt_39,early,5,30.0,0,,9.17414314164608,9644.500559205348
mkt_39,early,6,30.0,0,,9.215844608312636,10055.194124768554
mkt_39,early,7,30.0,0,,9.205319974298945,9949.921834562778
mkt_39,early,8,30.0,0,,9.175398383954974,9656.614345633458
mkt_39,early,9,30.0,0,,9.254223885479355,10448.606356441382
mkt_39,early,10,30.0,0,,9.228379634530517,10182.029528537596
mkt_39,early,11,30.0,0,,9.235257177934985,10252.29823964183
mkt_39,early,12,30.0,0,,9.229767733276717,10196.173004959875
mkt_39,early,13,30.0,0,,9.25013982898525,10406.020678147359
mkt_39,early,14,30.0,0,,9.28084080507097,10730.450341608224
mkt_39,early,15,30.0,0,,9.272932002806504,10645.920038979983
mkt_39,early,16,30.0,0,,9.285979095688122,10785.728409684543
mkt_39,early,17,30.0,0,,9.288021526732859,10807.780028017783
mkt_39,early,18,30.0,0,,9.312443255105448,11074.97408665795
mkt_39,early,19,30.0,0,,9.265825634870552,10570.534390494471
mkt_39,early,20,30.0,0,,9.241993542293791,10321.59459680704
mkt_39,early,21,30.0,0,,9.303893507197111,10980.689479273526
mkt_39,early,22,30.0,0,,9.269700897142952,10611.577458579493
mkt_39,early,23,30.0,0,,9.30909874694777,11037.995617344463
mkt_39,early,24,30.0,0,,9.293600358265904,10868.243312460918
mkt_39,early,25,30.0,0,,9.28465812231806,10771.490155926103
mkt_39,early,26,30.0,0,,9.295905479689054,10893.324829817913
mkt_39,early,27,30.0,0,,9.333262041140598,11307.958412951511
mkt_39,early,28,30.0,0,,9.335861250581312,11337.388395989721
mkt_39,early,29,30.0,0,,9.275650066676366,10674.895690596228
mkt_39,early,30,30.0,1,0.0,9.292098982730952,10851.938240924246
mkt_39,early,31,30.0,1,1.0,9.330264214110763,11274.109870955608
mkt_39,early,32,30.0,1,2.0,9.299847576498406,10936.352124031602
mkt_39,early,33,30.0,1,3.0,9.355812371181448,11565.853488198327
mkt_39,early,34,30.0,1,4.0,9.343549779133433,11424.892187022684
mkt_39,early,35,30.0,1,5.0,9.35251874099108,11527.822508343927
mkt_39,early,36,30.0,1,6.0,9.335021443175588,11327.871170130938
mkt_39,early,37,30.0,1,7.0,9.318049882112776,11137.24172808634
mkt_39,early,38,30.0,1,8.0,9.315168492807496,11105.197187449614
mkt_39,early,39,30.0,1,9.0,9.338959482191958,11372.56872135698
mkt_39,early,40,30.0,1,10.0,9.360426402525682,11619.342002662519
mkt_39,early,41,30.0,1,11.0,9.36581898417166,11682.169502042861
mkt_39,early,42,30.0,1,12.0,9.427208901864823,12421.807817564186
mkt_39,early,43,30.0,1,13.0,9.419815085412697,12330.301956202933
mkt_39,early,44,30.0,1,14.0,9.366739927389876,11692.933072377615
mkt_39,early,45,30.0,1,15.0,9.411682383041668,12230.429945385493
mkt_39,early,46,30.0,1,16.0,9.404375802616721,12141.392999272688
mkt_39,early,47,30.0,1,17.0,9.414498927100354,12264.92604727418
mkt_39,early,48,30.0,1,18.0,9.428599164579357,12439.089404009155
mkt_39,early,49,30.0,1,19.0,9.451251261249277,12724.07645085988
mkt_39,early,50,30.0,1,20.0,9.435745294795735,12528.299129179284
mkt_39,early,51,30.0,1,21.0,9.484025320365511,13148.005069625237
mkt_39,early,52,30.0,1,22.0,9.440905791964074,12593.118487568378
mkt_39,early,53,30.0,1,23.0,9.49111750022196,13241.584535287288
mkt_39,early,54,30.0,1,24.0,9.566270950949148,14275.08445721582
mkt_39,early,55,30.0,1,25.0,9.512396846216477,13526.376137341416
mkt_39,early,56,30.0,1,26.0,9.555099052060376,14116.492194896471
mkt_39,early,57,30.0,1,27.0,9.53391102137233,13820.53794084959
mkt_39,early,58,30.0,1,28.0,9.564917734012747,14255.780235505457
mkt_39,early,59,30.0,1,29.0,9.564126067426262,14244.498876755322
mkt_39,early,60,30.0,1,30.0,9.573017608682575,14371.719180318958
mkt_39,early,61,30.0,1,31.0,9.575561432313416,14408.324838615246
mkt_39,early,62,30.0,1,32.0,9.60701872741574,14868.776070360853
mkt_39,early,63,30.0,1,33.0,9.578797801937267,14455.031041955317
mkt_39,early,64,30.0,1,34.0,9.618122028444489,15034.788504471215
mkt_39,early,65,30.0,1,35.0,9.632507538808543,15252.634768368514
mkt_39,early,66,30.0,1,36.0,9.611781244382463,14939.757760256965
mkt_39,early,67,30.0,1,37.0,9.604051562394506,14824.723346267589
mkt_39,early,68,30.0,1,38.0,9.625294573981066,15143.013871363995
mkt_39,early,69,30.0,1,39.0,9.600793028175639,14776.49509733241
mkt_39,early,70,30.0,1,40.0,9.62854871891028,15192.371698371693
mkt_39,early,71,30.0,1,41.0,9.563399584551425,14234.154250312671
mkt_39,early,72,30.0,1,42.0,9.607421176049263,14874.761193244005
mkt_39,early,73,30.0,1,43.0,9.579135818833375,14459.917912557159
mkt_39,early,74,30.0,1,44.0,9.609712962702044,14908.89006551909
mkt_39,early,75,30.0,1,45.0,9.684033850237244,16059.1466382209
mkt_39,early,76,30.0,1,46.0,9.666482497867825,15779.745998768687
mkt_39,early,77,30.0,1,47.0,9.613251909284989,14961.745301837063
mkt_39,early,78,30.0,1,48.0,9.59512303216196,14692.94950444816
mkt_39,early,79,30.0,1,49.0,9.553535185716889,14094.433141066485
mkt_39,early,80,30.0,1,50.0,9.6114971948865,14935.514732238862
mkt_39,early,81,30.0,1,51.0,9.68202518464347,16026.921558442817
mkt_39,early,82,30.0,1,52.0,9.631903525239894,15243.42475177827
mkt_39,early,83,30.0,1,53.0,9.614138182636998,14975.0113758132
mkt_39,early,84,30.0,1,54.0,9.641811159539508,15395.201663210868
mkt_39,early,85,30.0,1,55.0,9.591806250642968,14644.296930653536
mkt_39,early,86,30.0,1,56.0,9.619326815681882,15052.913141751798
mkt_39,early,87,30.0,1,57.0,9.621942399603089,15092.336834845872
mkt_39,early,88,30.0,1,58.0,9.617774356860696,15029.562244303595
mkt_39,early,89,30.0,1,59.0,9.643445320841108,15420.380473514637
mkt_39,early,90,30.0,1,60.0,9.647677793787215,15485.785130771379
mkt_39,early,91,30.0,1,61.0,9.662054173102328,15710.022651521644
mkt_39,early,92,30.0,1,62.0,9.640264977639672,15371.416274062594
mkt_39,early,93,30.0,1,63.0,9.683879517832644,16056.66838274688
mkt_39,early,94,30.0,1,64.0,9.702711441136088,16361.911466479249
mkt_39,early,95,30.0,1,65.0,9.640288858416993,15371.783359814857
mkt_39,early,96,30.0,1,66.0,9.646989725300756,15475.133514975632
mkt_39,early,97,30.0,1,67.0,9.72493846806694,16729.65995091587
mkt_39,early,98,30.0,1,68.0,9.691968613097302,16187.079043958
mkt_39,early,99,30.0,1,69.0,9.74749884704882,17111.377070994473
mkt_39,early,100,30.0,1,70.0,9.706956703800277,16431.51972647483
mkt_39,early,101,30.0,1,71.0,9.771358857016232,17524.56442352617
mkt_39,early,102,30.0,1,72.0,9.75221129864856,17192.203903937432
mkt_39,early,103,30.0,1,73.0,9.76624626431173,17435.19710731067
mkt_18,early,0,30.0,0,,9.208971078591341,9986.316436695959
mkt_18,early,1,30.0,0,,9.171925310147385,9623.134384121962
mkt_18,early,2,30.0,0,,9.16778831858561,9583.405793461068
mkt_18,early,3,30.0,0,,9.198196542662933,9879.29609405594
mkt_18,early,4,30.0,0,,9.232259045385113,10221.606522486814
mkt_18,early,5,30.0,0,,9.186501641063483,9764.431671594308
mkt_18,early,6,30.0,0,,9.246717523180354,10370.46896229544
mkt_18,early,7,30.0,0,,9.223246118908756,10129.893855032968
mkt_18,early,8,30.0,0,,9.279299299172608,10713.922031631162
mkt_18,early,9,30.0,0,,9.201907597890779,9916.02682019545
mkt_18,early,10,30.0,0,,9.255902844566322,10466.163874082144
mkt_18,early,11,30.0,0,,9.239820008476704,10299.184625142761
mkt_18,early,12,30.0,0,,9.270547527033136,10620.565341406189
mkt_18,early,13,30.0,0,,9.30869497033348,11033.53963251732
mkt_18,early,14,30.0,0,,9.302983982090714,10970.7068069403
mkt_18,early,15,30.0,0,,9.30996446754962,11047.555575082628
mkt_18,early,16,30.0,0,,9.313733411060005,11089.271751547954
mkt_18,early,17,30.0,0,,9.325323365383625,11218.543584897194
mkt_18,early,18,30.0,0,,9.2967931834222,10902.99916827359
mkt_18,early,19,30.0,0,,9.335961092188212,11338.520395574616
mkt_18,early,20,30.0,0,,9.340690891268189,11392.276346118124
mkt_18,early,21,30.0,0,,9.333362841287876,11309.098314275096
mkt_18,early,22,30.0,0,,9.33974007534787,11381.449536366761
mkt_18,early,23,30.0,0,,9.337797715457297,11359.364121146682
mkt_18,early,24,30.0,0,,9.385360784378406,11912.705330574565
mkt_18,early,25,30.0,0,,9.337541919440662,11356.458812651998
mkt_18,early,26,30.0,0,,9.332606406793404,11300.546956887412
mkt_18,early,27,30.0,0,,9.320060634312425,11159.658491114078
mkt_18,early,28,30.0,0,,9.313856959044479,11090.64189335953
mkt_18,early,29,30.0,0,,9.299845223832023,10936.326394473868
mkt_18,early,30,30.0,1,0.0,9.324230457061297,11206.289442795556
mkt_18,early,31,30.0,1,1.0,9.36126206439689,11629.055901944992
mkt_18,early,32,30.0,1,2.0,9.390332036064162,11972.073832647975
mkt_18,early,33,30.0,1,3.0,9.411064410633967,12222.874212002753
mkt_18,early,34,30.0,1,4.0,9.38867290747075,11952.227091330486
mkt_18,early,35,30.0,1,5.0,9.432105280649399,12482.778840627521
mkt_18,early,36,30.0,1,6.0,9.440585302746149,12589.083175544596
mkt_18,early,37,30.0,1,7.0,9.421356876144293,12349.327364306915
mkt_18,early,38,30.0,1,8.0,9.419543881245046,12326.95838034036
mkt_18,early,39,30.0,1,9.0,9.45079318096187,12718.249137052973
mkt_18,early,40,30.0,1,10.0,9.44809571403079,12683.988310082843
mkt_18,early,41,30.0,1,11.0,9.409763373817016,12206.982142969135
mkt_18,early,42,30.0,1,12.0,9.451211089639031,12723.565314486606
mkt_18,early,43,30.0,1,13.0,9.474163311471473,13018.976612351906
mkt_18,early,44,30.0,1,14.0,9.445061692410864,12645.56313620353
mkt_18,early,45,30.0,1,15.0,9.485812305096015,13171.521359288616
mkt_18,early,46,30.0,1,16.0,9.457573436708762,12804.77512152677
mkt_18,early,47,30.0,1,17.0,9.53571860763643,13845.542347396633
mkt_18,early,48,30.0,1,18.0,9.53718539682527,13865.865740648422
mkt_18,early,49,30.0,1,19.0,9.512794365592175,13531.754202810776
mkt_18,early,50,30.0,1,20.0,9.53796312273371,13876.653778202264
mkt_18,early,51,30.0,1,21.0,9.483145682067095,13136.444666050507
mkt_18,early,52,30.0,1,22.0,9.527824947045985,13736.680559680552
mkt_18,early,53,30.0,1,23.0,9.572208633364127,14360.09751567216
mkt_18,early,54,30.0,1,24.0,9.564434556723649,14248.893830068619
mkt_18,early,55,30.0,1,25.0,9.615903230961724,15001.46633482724
mkt_18,early,56,30.0,1,26.0,9.661739260679076,15705.076149117504
mkt_18,early,57,30.0,1,27.0,9.596060498717463,14706.730111630213
mkt_18,early,58,30.0,1,28.0,9.62462926308261,15132.94240989796
mkt_18,early,59,30.0,1,29.0,9.66791408981911,15802.352333796587
mkt_18,early,60,30.0,1,30.0,9.715352627019495,16570.058270146008
mkt_18,early,61,30.0,1,31.0,9.663600751283422,15734.338227902206
mkt_18,early,62,30.0,1,32.0,9.702913405134884,16365.216317266171
mkt_18,early,63,30.0,1,33.0,9.747359703342692,17108.996296210607
mkt_18,early,64,30.0,1,34.0,9.663244111007666,15728.72772970205
mkt_18,early,65,30.0,1,35.0,9.677719017471787,15958.05533611357
mkt_18,early,66,30.0,1,36.0,9.697712869755593,16280.329350972132
mkt_18,early,67,30.0,1,37.0,9.705192837897636,16402.56227513901
mkt_18,early,68,30.0,1,38.0,9.742574925947855,17027.329092986085
mkt_18,early,69,30.0,1,39.0,9.72418049858553,16716.98418376792
mkt_18,early,70,30.0,1,40.0,9.67172983207835,15862.76522410093
mkt_18,early,71,30.0,1,41.0,9.734328531295118,16887.492384189496
mkt_18,early,72,30.0,1,42.0,9.714946114404176,16563.32370135895
mkt_18,early,73,30.0,1,43.0,9.775655217240885,17600.01823738715
mkt_18,early,74,30.0,1,44.0,9.747602404922723,17113.14918057986
mkt_18,early,75,30.0,1,45.0,9.751539214060305,17180.653170625177
mkt_18,early,76,30.0,1,46.0,9.776463157004654,17614.243737864115
mkt_18,early,77,30.0,1,47.0,9.770458762361583,17508.797753575665
mkt_18,early,78,30.0,1,48.0,9.76534947961748,17419.56849819973
mkt_18,early,79,30.0,1,49.0,9.708284542454445,16453.35262559016
mkt_18,early,80,30.0,1,50.0,9.7626262040792,17372.194748585815
mkt_18,early,81,30.0,1,51.0,9.721062560311646,16664.942831978868
mkt_18,early,82,30.0,1,52.0,9.753633465279274,17216.671476997097
mkt_18,early,83,30.0,1,53.0,9.720568964709564,16656.719119249243
